kappa,theta,sigma,T,P
0.11,0.030000000000000002,0.03,10,0.8469994901004283
0.11,0.030000000000000002,0.03,15,0.8349914333996742
0.11,0.030000000000000002,0.03,30,0.880004298326792
0.11,0.030000000000000002,0.034999999999999996,1,0.9704924312629675
0.11,0.030000000000000002,0.034999999999999996,2,0.9468301806699858
0.11,0.030000000000000002,0.034999999999999996,5,0.9027699124366301
0.11,0.030000000000000002,0.034999999999999996,10,0.8889749462179874
0.11,0.030000000000000002,0.034999999999999996,15,0.9203931554162389
0.11,0.030000000000000002,0.034999999999999996,30,1.1630097138936248
0.11,0.030000000000000002,0.039999999999999994,1,0.970506788159251
0.11,0.030000000000000002,0.039999999999999994,2,0.9483863294412382
0.11,0.030000000000000002,0.039999999999999994,5,0.9160523978720472
0.11,0.030000000000000002,0.039999999999999994,10,0.9399995458833225
0.11,0.030000000000000002,0.039999999999999994,15,1.0298431958626744
0.11,0.030000000000000002,0.039999999999999994,30,1.6043992000861744
0.11,0.030000000000000002,0.045,1,0.9705230595651252
0.11,0.030000000000000002,0.045,2,0.9501530567776012
0.11,0.030000000000000002,0.045,5,0.9313422832881363
0.11,0.030000000000000002,0.045,10,1.0013767776314242
0.11,0.030000000000000002,0.045,15,1.1697018876143803
0.11,0.030000000000000002,0.045,30,2.310319678953146
0.11,0.035,0.01,1,0.9701920444743158
0.11,0.035,0.01,2,0.9412131361389078
0.11,0.035,0.01,5,0.8590951859156737
0.11,0.035,0.01,10,0.7372758263276037
0.11,0.035,0.01,15,0.6323500976420343
0.11,0.035,0.01,30,0.3983496557350529
0.11,0.035,0.015,1,0.9701968286015705
0.11,0.035,0.015,2,0.9417284928931454
0.11,0.035,0.015,5,0.8632879889214705
0.11,0.035,0.015,10,0.7511200736831644
0.11,0.035,0.015,15,0.6564830205012913
0.11,0.035,0.015,30,0.44344607071346887
0.11,0.035,0.019999999999999997,1,0.97020352641936
0.11,0.035,0.019999999999999997,2,0.9424504664479794
0.11,0.035,0.019999999999999997,5,0.8691923131914194
0.11,0.035,0.019999999999999997,10,0.7709398453521629
0.11,0.035,0.019999999999999997,15,0.6918242307463996
0.11,0.035,0.019999999999999997,30,0.5152852629285807
0.11,0.035,0.024999999999999998,1,0.970212137967318
0.11,0.035,0.024999999999999998,2,0.9433795315254192
0.11,0.035,0.024999999999999998,5,0.8768429622453889
0.11,0.035,0.024999999999999998,10,0.7971927965366226
0.11,0.035,0.024999999999999998,15,0.7400727322152936
0.11,0.035,0.024999999999999998,30,0.6250074278009439
0.11,0.035,0.03,1,0.9702226632964024
0.11,0.035,0.03,2,0.9445162993735616
0.11,0.035,0.03,5,0.8862852660352849
0.11,0.035,0.03,10,0.8304968484594879
0.11,0.035,0.03,15,0.8036360315071233
0.11,0.035,0.03,30,0.7913218933209016
0.11,0.035,0.034999999999999996,1,0.9702351024688962
0.11,0.035,0.034999999999999996,2,0.9458615184368904
0.11,0.035,0.034999999999999996,5,0.897575528841336
0.11,0.035,0.034999999999999996,10,0.8716544694801912
0.11,0.035,0.034999999999999996,15,0.8858307681475116
0.11,0.035,0.034999999999999996,30,1.0458074471894703
0.11,0.035,0.039999999999999994,1,0.9702494555584082
0.11,0.035,0.039999999999999994,2,0.9474160751776239
0.11,0.035,0.039999999999999994,5,0.9107815891284402
0.11,0.035,0.039999999999999994,10,0.9216849237027118
0.11,0.035,0.039999999999999994,15,0.9911707664209619
0.11,0.035,0.039999999999999994,30,1.4427159220343533
0.11,0.035,0.045,1,0.9702657226498737
0.11,0.035,0.045,2,0.9491809950493731
0.11,0.035,0.045,5,0.9259834991602313
0.11,0.035,0.045,10,0.9818663029476062
0.11,0.035,0.045,15,1.1257775174788738
0.11,0.035,0.045,30,2.07749728723124
0.11,0.04000000000000001,0.01,1,0.9699347953286453
0.11,0.04000000000000001,0.01,2,0.9402502204684061
0.11,0.04000000000000001,0.01,5,0.8541520992232163
0.11,0.04000000000000001,0.01,10,0.7229110021516528
0.11,0.04000000000000001,0.01,15,0.6086042355226691
0.11,0.04000000000000001,0.01,30,0.3582059819245708
0.11,0.04000000000000001,0.015,1,0.9699395781873752
0.11,0.04000000000000001,0.015,2,0.9407650499827706
0.11,0.04000000000000001,0.015,5,0.858320777557985
0.11,0.04000000000000001,0.015,10,0.7364855130368052
0.11,0.04000000000000001,0.015,15,0.6318309245394864
0.11,0.04000000000000001,0.015,30,0.3987578071265122
0.11,0.04000000000000001,0.019999999999999997,1,0.9699462742292195
0.11,0.04000000000000001,0.019999999999999997,2,0.9414862849167513
0.11,0.04000000000000001,0.019999999999999997,5,0.8641911293564253
0.11,0.04000000000000001,0.019999999999999997,10,0.7559191232109248
0.11,0.04000000000000001,0.019999999999999997,15,0.6658450099707596
0.11,0.04000000000000001,0.019999999999999997,30,0.4633574070448252
0.11,0.04000000000000001,0.024999999999999998,1,0.9699548834938014
0.11,0.04000000000000001,0.024999999999999998,2,0.9424143995066898
0.11,0.04000000000000001,0.024999999999999998,5,0.8717977578849078
0.11,0.04000000000000001,0.024999999999999998,10,0.7816605710822446
0.11,0.04000000000000001,0.024999999999999998,15,0.7122816950619563
0.11,0.04000000000000001,0.024999999999999998,30,0.5620223242630178
0.11,0.04000000000000001,0.03,1,0.9699654060320652
0.11,0.04000000000000001,0.03,2,0.9435500043753405
0.11,0.04000000000000001,0.03,5,0.881185732274552
0.11,0.04000000000000001,0.03,10,0.8143157385128545
0.11,0.04000000000000001,0.03,15,0.7734580802907313
0.11,0.04000000000000001,0.03,30,0.7115764548418593
0.11,0.04000000000000001,0.034999999999999996,1,0.9699778419062776
0.11,0.04000000000000001,0.034999999999999996,2,0.944893847201485
0.11,0.04000000000000001,0.034999999999999996,5,0.8924110328403928
0.11,0.04000000000000001,0.034999999999999996,10,0.8546714588495118
0.11,0.04000000000000001,0.034999999999999996,15,0.8525662595154124
0.11,0.04000000000000001,0.034999999999999996,30,0.9404162351622402
0.11,0.04000000000000001,0.039999999999999994,1,0.9699921911900276
0.11,0.04000000000000001,0.039999999999999994,2,0.9464468135404392
0.11,0.04000000000000001,0.039999999999999994,5,0.9055411077164096
0.11,0.04000000000000001,0.039999999999999994,10,0.903727137211105
0.11,0.04000000000000001,0.039999999999999994,15,0.9539505549527552
0.11,0.04000000000000001,0.039999999999999994,30,1.2973262711547335
0.11,0.04000000000000001,0.045,1,0.9700084539682279
0.11,0.04000000000000001,0.045,2,0.9482099277967158
0.11,0.04000000000000001,0.045,5,0.9206555485592097
0.11,0.04000000000000001,0.045,10,0.9627359635244525
0.11,0.04000000000000001,0.045,15,1.083502584958396
0.11,0.04000000000000001,0.045,30,1.86813756458536
0.11,0.045000000000000005,0.01,1,0.9696776143933084
0.11,0.045000000000000005,0.01,2,0.9392882899165274
0.11,0.045000000000000005,0.01,5,0.8492374542057324
0.11,0.045000000000000005,0.01,10,0.7088260571826926
0.11,0.045000000000000005,0.01,15,0.585750072431887
0.11,0.045000000000000005,0.01,30,0.3221077855578403
0.11,0.045000000000000005,0.015,1,0.9696823959838499
0.11,0.045000000000000005,0.015,2,0.9398025927304156
0.11,0.045000000000000005,0.015,5,0.8533821466787019
0.11,0.045000000000000005,0.015,10,0.7221360870484266
0.11,0.045000000000000005,0.015,15,0.6081045582863432
0.11,0.045000000000000005,0.015,30,0.3585730018726156
0.11,0.045000000000000005,0.019999999999999997,1,0.9696890902502199
0.11,0.045000000000000005,0.019999999999999997,2,0.9405230897991952
0.11,0.045000000000000005,0.019999999999999997,5,0.8592187214774212
0.11,0.045000000000000005,0.019999999999999997,10,0.7411910595630888
0.11,0.045000000000000005,0.019999999999999997,15,0.6408413547826117
0.11,0.045000000000000005,0.019999999999999997,30,0.4166625791761903
0.11,0.045000000000000005,0.024999999999999998,1,0.969697697232031
0.11,0.045000000000000005,0.024999999999999998,2,0.9414502548740362
0.11,0.045000000000000005,0.024999999999999998,5,0.8667815827669877
0.11,0.045000000000000005,0.024999999999999998,10,0.7664309700728111
0.11,0.045000000000000005,0.024999999999999998,15,0.685534260398534
0.11,0.045000000000000005,0.024999999999999998,30,0.5053845425187564
0.11,0.045000000000000005,0.03,1,0.9697082169802143
0.11,0.045000000000000005,0.03,2,0.9425846979529906
0.11,0.045000000000000005,0.03,5,0.8761155403584524
0.11,0.045000000000000005,0.03,10,0.798449895649523
0.11,0.045000000000000005,0.03,15,0.7444133643996781
0.11,0.045000000000000005,0.03,30,0.6398673603738827
0.11,0.045000000000000005,0.034999999999999996,1,0.9697206495570195
0.11,0.045000000000000005,0.034999999999999996,2,0.9439271659499213
0.11,0.045000000000000005,0.034999999999999996,5,0.8872762524656969
0.11,0.045000000000000005,0.034999999999999996,10,0.838019339254421
0.11,0.045000000000000005,0.034999999999999996,15,0.8205508918866778
0.11,0.045000000000000005,0.034999999999999996,30,0.8456458191547923
0.11,0.045000000000000005,0.039999999999999994,1,0.9697349950360167
0.11,0.045000000000000005,0.039999999999999994,2,0.9454785435141697
0.11,0.045000000000000005,0.039999999999999994,5,0.9003307791376792
0.11,0.045000000000000005,0.039999999999999994,10,0.886119233946819
0.11,0.045000000000000005,0.039999999999999994,15,0.9181280281103171
0.11,0.045000000000000005,0.039999999999999994,30,1.1665882576903932
0.11,0.045000000000000005,0.045,1,0.9697512535020957
0.11,0.045000000000000005,0.045,2,0.947239854002223
0.11,0.045000000000000005,0.045,5,0.9153582540742342
0.11,0.045000000000000005,0.045,10,0.9439783529395799
0.11,0.045000000000000005,0.045,15,1.042815150759623
0.11,0.045000000000000005,0.045,30,1.679876061290118
0.11,0.05,0.01,1,0.9694205016502188
0.11,0.05,0.01,2,0.9383273434754379
0.11,0.05,0.01,5,0.8443510872146911
0.11,0.05,0.01,10,0.6950155383522034
0.11,0.05,0.01,15,0.5637541234975206
0.11,0.05,0.01,30,0.28964738377491284
0.11,0.05,0.015,1,0.969425281972908
0.11,0.05,0.015,2,0.938841120127695
0.11,0.05,0.015,5,0.8484719318364058
0.11,0.05,0.015,10,0.7080662402541408
0.11,0.05,0.015,15,0.585269158957601
0.11,0.05,0.015,30,0.3224378190823647
0.11,0.05,0.019999999999999997,1,0.9694319744642745
0.11,0.05,0.019999999999999997,2,0.9395608800861525
0.11,0.05,0.019999999999999997,5,0.8542749239824807
0.11,0.05,0.019999999999999997,10,0.7267499523529909
0.11,0.05,0.019999999999999997,15,0.6167766309724962
0.11,0.05,0.019999999999999997,30,0.3746734210918965
0.11,0.05,0.024999999999999998,1,0.9694405791639203
0.11,0.05,0.024999999999999998,2,0.9404870966173051
0.11,0.05,0.024999999999999998,5,0.8617942698623344
0.11,0.05,0.024999999999999998,10,0.7514980972795462
0.11,0.05,0.024999999999999998,15,0.6597912391098115
0.11,0.05,0.024999999999999998,30,0.454454431417502
0.11,0.05,0.03,1,0.9694510961227627
0.11,0.05,0.03,2,0.9416203790951416
0.11,0.05,0.03,5,0.8710745214590331
0.11,0.05,0.03,10,0.782893177315976
0.11,0.05,0.03,15,0.7164593288475967
0.11,0.05,0.03,30,0.5753847476064002
0.11,0.05,0.034999999999999996,1,0.9694635254030355
0.11,0.05,0.034999999999999996,2,0.9429614736693885
0.11,0.05,0.034999999999999996,5,0.8821710167386196
0.11,0.05,0.034999999999999996,10,0.8216916637297833
0.11,0.05,0.034999999999999996,15,0.789737757812184
0.11,0.05,0.034999999999999996,30,0.7604258887880727
0.11,0.05,0.039999999999999994,1,0.9694778670782885
0.11,0.05,0.039999999999999994,2,0.9445112640843398
0.11,0.05,0.039999999999999994,5,0.8951504298980059
0.11,0.05,0.039999999999999994,10,0.8688543969075014
0.11,0.05,0.039999999999999994,15,0.8836507003693573
0.11,0.05,0.039999999999999994,30,1.049025363349624
0.11,0.05,0.045,1,0.9694941212333896
0.11,0.05,0.045,2,0.9462707726495294
0.11,0.05,0.045,5,0.9100914393152587
0.11,0.05,0.045,10,0.9255862090747471
0.11,0.05,0.045,15,1.0036556015190046
0.11,0.05,0.045,30,1.510586604965545
0.11,0.05500000000000001,0.01,1,0.9691634570812951
0.11,0.05500000000000001,0.01,2,0.9373673801383353
0.11,0.05500000000000001,0.01,5,0.8394928355431673
0.11,0.05500000000000001,0.01,10,0.681474098837344
0.11,0.05500000000000001,0.01,15,0.5425841612634452
0.11,0.05500000000000001,0.01,30,0.2604581779430062
0.11,0.05500000000000001,0.015,1,0.9691682361364685
0.11,0.05500000000000001,0.015,2,0.9378806311672553
0.11,0.05500000000000001,0.015,5,0.8435899695300824
0.11,0.05500000000000001,0.015,10,0.6942705254307746
0.11,0.05500000000000001,0.015,15,0.5632912691728961
0.11,0.05500000000000001,0.015,30,0.28994415818156344
0.11,0.05500000000000001,0.019999999999999997,1,0.9691749268533021
0.11,0.05500000000000001,0.019999999999999997,2,0.938599654769497
0.11,0.05500000000000001,0.019999999999999997,5,0.8493595722523496
0.11,0.05500000000000001,0.019999999999999997,10,0.7125902106218241
0.11,0.05500000000000001,0.019999999999999997,15,0.5936155800101695
0.11,0.05500000000000001,0.019999999999999997,30,0.3369157190699966
0.11,0.05500000000000001,0.024999999999999998,1,0.9691835292713875
0.11,0.05500000000000001,0.024999999999999998,2,0.9395249237273766
0.11,0.05500000000000001,0.024999999999999998,5,0.8568356531027118
0.11,0.05500000000000001,0.024999999999999998,10,0.736856171353732
0.11,0.05500000000000001,0.024999999999999998,15,0.6350149137010096
0.11,0.05500000000000001,0.024999999999999998,30,0.4086568006328371
0.11,0.05500000000000001,0.03,1,0.9691940434416288
0.11,0.05500000000000001,0.03,2,0.9406570467914575
0.11,0.05500000000000001,0.03,5,0.8660625077197482
0.11,0.05500000000000001,0.03,10,0.7676395606380593
0.11,0.05500000000000001,0.03,15,0.6895550166629582
0.11,0.05500000000000001,0.03,30,0.5174003680772745
0.11,0.05500000000000001,0.034999999999999996,1,0.9692064694262429
0.11,0.05500000000000001,0.034999999999999996,2,0.9419967693481118
0.11,0.05500000000000001,0.034999999999999996,5,0.8770951556643145
0.11,0.05500000000000001,0.034999999999999996,10,0.8056821109208755
0.11,0.05500000000000001,0.034999999999999996,15,0.7600817113003029
0.11,0.05500000000000001,0.034999999999999996,30,0.6837939941772292
0.11,0.05500000000000001,0.039999999999999994,1,0.9692208072987606
0.11,0.05500000000000001,0.039999999999999994,2,0.9435449742375118
0.11,0.05500000000000001,0.039999999999999994,5,0.8899998875014026
0.11,0.05500000000000001,0.039999999999999994,10,0.8519259419108877
0.11,0.05500000000000001,0.039999999999999994,15,0.8504680571296476
0.11,0.05500000000000001,0.039999999999999994,30,0.94330986592432
0.11,0.05500000000000001,0.045,1,0.9692370571440267
0.11,0.05500000000000001,0.045,2,0.9453026827233095
0.11,0.05500000000000001,0.045,5,0.9048549289071557
0.11,0.05500000000000001,0.045,10,0.9075524113042832
0.11,0.05500000000000001,0.045,15,0.9659665624599956
0.11,0.05500000000000001,0.045,30,1.3583572881852308
0.12,0.02,0.01,1,0.9710091654892644
0.12,0.02,0.01,2,0.9442342785209956
0.12,0.02,0.01,5,0.8745232036911827
0.12,0.02,0.01,10,0.7827476877159665
0.12,0.02,0.01,15,0.7095839562817424
0.12,0.02,0.01,30,0.5451343875225216
0.12,0.02,0.015,1,0.971013930038675
0.12,0.02,0.015,2,0.9447065660811974
0.12,0.02,0.015,5,0.8783824154100551
0.12,0.02,0.015,10,0.7958586420446065
0.12,0.02,0.015,15,0.7334660279285624
0.12,0.02,0.015,30,0.5982143456827035
0.12,0.02,0.019999999999999997,1,0.9710206004471261
0.12,0.02,0.019999999999999997,2,0.9453681655567009
0.12,0.02,0.019999999999999997,5,0.883813939779358
0.12,0.02,0.019999999999999997,10,0.8145837403085919
0.12,0.02,0.019999999999999997,15,0.7682573175012666
0.12,0.02,0.019999999999999997,30,0.6813203590263772
0.12,0.02,0.024999999999999998,1,0.9710291767538944
0.12,0.02,0.024999999999999998,2,0.9462194743152322
0.12,0.02,0.024999999999999998,5,0.8908467083185356
0.12,0.02,0.024999999999999998,10,0.8393076754195062
0.12,0.02,0.024999999999999998,15,0.8154247591488832
0.12,0.02,0.024999999999999998,30,0.8053547187341582
0.12,0.02,0.03,1,0.9710396590094792
0.12,0.02,0.03,2,0.9472610039396238
0.12,0.02,0.03,5,0.8995183565652031
0.12,0.02,0.03,10,0.8705471733944455
0.12,0.02,0.03,15,0.877024183226562
0.12,0.02,0.03,30,0.9880168396044064
0.12,0.02,0.034999999999999996,1,0.9710520472756027
0.12,0.02,0.034999999999999996,2,0.9484933807402302
0.12,0.02,0.034999999999999996,5,0.9098755599308898
0.12,0.02,0.034999999999999996,10,0.908969020851457
0.12,0.02,0.034999999999999996,15,0.955849968132835
0.12,0.02,0.034999999999999996,30,1.258006206531941
0.12,0.02,0.039999999999999994,1,0.9710663416252111
0.12,0.02,0.039999999999999994,2,0.949917346382675
0.12,0.02,0.039999999999999994,5,0.9219744526199929
0.12,0.02,0.039999999999999994,10,0.9554138035543238
0.12,0.02,0.039999999999999994,15,1.055646172756926
0.12,0.02,0.039999999999999994,30,1.6624267513797466
0.12,0.02,0.045,1,0.9710825421424748
0.12,0.02,0.045,2,0.95153375863181
0.12,0.02,0.045,5,0.9358811348782623
0.12,0.02,0.045,10,1.010926540216737
0.12,0.02,0.045,15,1.1814014820481424
0.12,0.02,0.045,30,2.2800457003440577
0.12,0.025,0.01,1,0.9707292138750444
0.12,0.025,0.01,2,0.9431872370057054
0.12,0.025,0.01,5,0.8691175121001731
0.12,0.025,0.01,10,0.766570993202755
0.12,0.025,0.01,15,0.6816102640813355
0.12,0.025,0.01,30,0.4886079966320945
0.12,0.025,0.015,1,0.970733977050788
0.12,0.025,0.015,2,0.9436590008561733
0.12,0.025,0.015,5,0.8729528688678577
0.12,0.025,0.015,10,0.7794109893333964
0.12,0.025,0.015,15,0.7045508407641812
0.12,0.025,0.015,30,0.5361839570036833
0.12,0.025,0.019999999999999997,1,0.970740645536094
0.12,0.025,0.019999999999999997,2,0.9443198666979452
0.12,0.025,0.019999999999999997,5,0.8783508193474278
0.12,0.025,0.019999999999999997,10,0.797749104410973
0.12,0.025,0.019999999999999997,15,0.7379705649045694
0.12,0.025,0.019999999999999997,30,0.6106724934404989
0.12,0.025,0.024999999999999998,1,0.9707492193702275
0.12,0.025,0.024999999999999998,2,0.9451702314581142
0.12,0.025,0.024999999999999998,5,0.885340116223883
0.12,0.025,0.024999999999999998,10,0.8219620810716354
0.12,0.025,0.024999999999999998,15,0.7832785401946811
0.12,0.025,0.024999999999999998,30,0.7218454104266975
0.12,0.025,0.03,1,0.9707596986036736
0.12,0.025,0.03,2,0.9462106061522295
0.12,0.025,0.03,5,0.8939581623982333
0.12,0.025,0.03,10,0.8525559663882207
0.12,0.025,0.03,15,0.8424495506736354
0.12,0.025,0.03,30,0.8855668247821517
0.12,0.025,0.034999999999999996,1,0.9707720832981366
0.12,0.025,0.034999999999999996,2,0.9474416163961433
0.12,0.025,0.034999999999999996,5,0.904251344767217
0.12,0.025,0.034999999999999996,10,0.8901837667995501
0.12,0.025,0.034999999999999996,15,0.9181678128901648
0.12,0.025,0.034999999999999996,30,1.1275602977787162
0.12,0.025,0.039999999999999994,1,0.9707863735265416
0.12,0.025,0.039999999999999994,2,0.9488640030330617
0.12,0.025,0.039999999999999994,5,0.9162754505527893
0.12,0.025,0.039999999999999994,10,0.9356686960613815
0.12,0.025,0.039999999999999994,15,1.0140297849457072
0.12,0.025,0.039999999999999994,30,1.4900454330735113
0.12,0.025,0.045,1,0.9708025693730349
0.12,0.025,0.045,2,0.9504786228766792
0.12,0.025,0.045,5,0.9300961714151517
0.12,0.025,0.045,10,0.990034175955524
0.12,0.025,0.045,15,1.1348274845227566
0.12,0.025,0.045,30,2.0436218799877217
0.12,0.030000000000000002,0.01,1,0.9704493429736634
0.12,0.030000000000000002,0.01,2,0.9421413565327111
0.12,0.030000000000000002,0.01,5,0.863745234718705
0.12,0.030000000000000002,0.01,10,0.75072861516148
0.12,0.030000000000000002,0.01,15,0.6547393694405346
0.12,0.030000000000000002,0.01,30,0.4379429730306009
0.12,0.030000000000000002,0.015,1,0.9704541047761359
0.12,0.030000000000000002,0.015,2,0.942612597254176
0.12,0.030000000000000002,0.015,5,0.8675568839898474
0.12,0.030000000000000002,0.015,10,0.7633032528653693
0.12,0.030000000000000002,0.015,15,0.6767755674020962
0.12,0.030000000000000002,0.015,30,0.48058565934260605
