kappa,theta,sigma,T,P
0.5299999999999998,0.05,0.024999999999999998,5,0.8090978213902849
0.5299999999999998,0.05,0.024999999999999998,10,0.6351020404985549
0.5299999999999998,0.05,0.024999999999999998,15,0.4974578820021242
0.5299999999999998,0.05,0.024999999999999998,30,0.23893957464049403
0.5299999999999998,0.05,0.03,1,0.9661398466452078
0.5299999999999998,0.05,0.03,2,0.9280841451820621
0.5299999999999998,0.05,0.03,5,0.8102003235404793
0.5299999999999998,0.05,0.03,10,0.6374769768906913
0.5299999999999998,0.05,0.03,15,0.500538964135807
0.5299999999999998,0.05,0.03,30,0.2421911536244039
0.5299999999999998,0.05,0.034999999999999996,1,0.96614995482894
0.5299999999999998,0.05,0.034999999999999996,2,0.9283204763269377
0.5299999999999998,0.05,0.034999999999999996,5,0.8115052176418804
0.5299999999999998,0.05,0.034999999999999996,10,0.6402951723395559
0.5299999999999998,0.05,0.034999999999999996,15,0.5042048553238239
0.5299999999999998,0.05,0.034999999999999996,30,0.2460910236196817
0.5299999999999998,0.05,0.039999999999999994,1,0.9661616182492749
0.5299999999999998,0.05,0.039999999999999994,2,0.9285932408907547
0.5299999999999998,0.05,0.039999999999999994,5,0.8130134764016902
0.5299999999999998,0.05,0.039999999999999994,10,0.6435624212281148
0.5299999999999998,0.05,0.039999999999999994,15,0.5084681044177775
0.5299999999999998,0.05,0.039999999999999994,30,0.2506689701623242
0.5299999999999998,0.05,0.045,1,0.9661748369625346
0.5299999999999998,0.05,0.045,2,0.9289024709510879
0.5299999999999998,0.05,0.045,5,0.8147262254158746
0.5299999999999998,0.05,0.045,10,0.6472854623010866
0.5299999999999998,0.05,0.045,15,0.51334338041676
0.5299999999999998,0.05,0.045,30,0.25596034570553544
0.5299999999999998,0.05500000000000001,0.01,1,0.9650345696195642
0.5299999999999998,0.05500000000000001,0.01,2,0.9239529746889877
0.5299999999999998,0.05500000000000001,0.01,5,0.7940033266526411
0.5299999999999998,0.05500000000000001,0.01,10,0.6054953624661693
0.5299999999999998,0.05500000000000001,0.01,15,0.4604267363137748
0.5299999999999998,0.05500000000000001,0.01,30,0.20231789859609595
0.5299999999999998,0.05500000000000001,0.015,1,0.9650384529223837
0.5299999999999998,0.05500000000000001,0.015,2,0.924043459586927
0.5299999999999998,0.05500000000000001,0.015,5,0.7944949321631433
0.5299999999999998,0.05500000000000001,0.015,10,0.606523507364299
0.5299999999999998,0.05500000000000001,0.015,15,0.4617207918859636
0.5299999999999998,0.05500000000000001,0.015,30,0.2035647487480704
0.5299999999999998,0.05500000000000001,0.019999999999999997,1,0.9650438895725834
0.5299999999999998,0.05500000000000001,0.019999999999999997,2,0.9241701533313881
0.5299999999999998,0.05500000000000001,0.019999999999999997,5,0.7951836912726277
0.5299999999999998,0.05500000000000001,0.019999999999999997,10,0.6079658438520954
0.5299999999999998,0.05500000000000001,0.019999999999999997,15,0.46353858216420313
0.5299999999999998,0.05500000000000001,0.019999999999999997,30,0.20532325888278383
0.5299999999999998,0.05500000000000001,0.024999999999999998,1,0.9650508795964158
0.5299999999999998,0.05500000000000001,0.024999999999999998,2,0.9243330708132163
0.5299999999999998,0.05500000000000001,0.024999999999999998,5,0.7960701161359109
0.5299999999999998,0.05500000000000001,0.024999999999999998,10,0.6098253175206768
0.5299999999999998,0.05500000000000001,0.024999999999999998,15,0.46588626088728313
0.5299999999999998,0.05500000000000001,0.024999999999999998,30,0.2076065403319291
0.5299999999999998,0.05500000000000001,0.03,1,0.9650594230276349
0.5299999999999998,0.05500000000000001,0.03,2,0.924532231182784
0.5299999999999998,0.05500000000000001,0.03,5,0.7971548663250009
0.5299999999999998,0.05500000000000001,0.03,10,0.6121057327092173
0.5299999999999998,0.05500000000000001,0.03,15,0.4687717993151213
0.5299999999999998,0.05500000000000001,0.03,30,0.2104317276809951
0.5299999999999998,0.05500000000000001,0.034999999999999996,1,0.9650695199074958
0.5299999999999998,0.05500000000000001,0.034999999999999996,2,0.9247676578537429
0.5299999999999998,0.05500000000000001,0.034999999999999996,5,0.7984387496471219
0.5299999999999998,0.05500000000000001,0.034999999999999996,10,0.6148117654800932
0.5299999999999998,0.05500000000000001,0.034999999999999996,15,0.47220503135384395
0.5299999999999998,0.05500000000000001,0.034999999999999996,30,0.21382019323209564
0.5299999999999998,0.05500000000000001,0.039999999999999994,1,0.9650811702847555
0.5299999999999998,0.05500000000000001,0.039999999999999994,2,0.9250393785076109
0.5299999999999998,0.05500000000000001,0.039999999999999994,5,0.799922723147411
0.5299999999999998,0.05500000000000001,0.039999999999999994,10,0.6179489796029142
0.5299999999999998,0.05500000000000001,0.039999999999999994,15,0.47619770943066786
0.5299999999999998,0.05500000000000001,0.039999999999999994,30,0.21779781663321082
0.5299999999999998,0.05500000000000001,0.045,1,0.9650943742156728
0.5299999999999998,0.05500000000000001,0.045,2,0.9253474250991971
0.5299999999999998,0.05500000000000001,0.045,5,0.8016078942980273
0.5299999999999998,0.05500000000000001,0.045,10,0.621523845623948
0.5299999999999998,0.05500000000000001,0.045,15,0.48076357156319255
0.5299999999999998,0.05500000000000001,0.045,30,0.22239531443898822
0.5399999999999998,0.02,0.01,1,0.9726570940671374
0.5399999999999998,0.02,0.01,2,0.9491835393780731
0.5399999999999998,0.02,0.01,5,0.8897695359196008
0.5399999999999998,0.02,0.01,10,0.8048320588446779
0.5399999999999998,0.02,0.01,15,0.7288086783854244
0.5399999999999998,0.02,0.01,30,0.5413020972965904
0.5399999999999998,0.02,0.015,1,0.9726609895617335
0.5399999999999998,0.02,0.015,2,0.9492744474460185
0.5399999999999998,0.02,0.015,5,0.8903048641221897
0.5399999999999998,0.02,0.015,10,0.8061543080790636
0.5399999999999998,0.02,0.015,15,0.7307872251845123
0.5399999999999998,0.02,0.015,30,0.5445193538902432
0.5399999999999998,0.02,0.019999999999999997,1,0.9726664432803785
0.5399999999999998,0.02,0.019999999999999997,2,0.949401733368621
0.5399999999999998,0.02,0.019999999999999997,5,0.891054864742318
0.5399999999999998,0.02,0.019999999999999997,10,0.8080091072836997
0.5399999999999998,0.02,0.019999999999999997,15,0.7335662177462006
0.5399999999999998,0.02,0.019999999999999997,30,0.5490556633966293
0.5399999999999998,0.02,0.024999999999999998,1,0.9726734552492832
0.5399999999999998,0.02,0.024999999999999998,2,0.9495654117767222
0.5399999999999998,0.02,0.024999999999999998,5,0.8920200796979924
0.5399999999999998,0.02,0.024999999999999998,10,0.8104001211341791
0.5399999999999998,0.02,0.024999999999999998,15,0.737154741971223
0.5399999999999998,0.02,0.024999999999999998,30,0.5549436354260211
0.5399999999999998,0.02,0.03,1,0.9726820255021474
0.5399999999999998,0.02,0.03,2,0.9497655014862082
0.5399999999999998,0.02,0.03,5,0.8932012068588457
0.5399999999999998,0.02,0.03,10,0.8133320820008011
0.5399999999999998,0.02,0.03,15,0.7415645643172064
0.5399999999999998,0.02,0.03,30,0.5622258614137177
0.5399999999999998,0.02,0.034999999999999996,1,0.9726921540801604
0.5399999999999998,0.02,0.034999999999999996,2,0.950002025501615
0.5399999999999998,0.02,0.034999999999999996,5,0.8945991008871599
0.5399999999999998,0.02,0.034999999999999996,10,0.8168108055626427
0.5399999999999998,0.02,0.034999999999999996,15,0.7468101961227144
0.5399999999999998,0.02,0.034999999999999996,30,0.5709554284663337
0.5399999999999998,0.02,0.039999999999999994,1,0.9727038410320014
0.5399999999999998,0.02,0.039999999999999994,2,0.9502750110205369
0.5399999999999998,0.02,0.039999999999999994,5,0.896214774268667
0.5399999999999998,0.02,0.039999999999999994,10,0.8208432100375751
0.5399999999999998,0.02,0.039999999999999994,15,0.7529089732197006
0.5399999999999998,0.02,0.039999999999999994,30,0.5811965647474389
0.5399999999999998,0.02,0.045,1,0.9727170864138391
0.5399999999999998,0.02,0.045,2,0.9505844894388382
0.5399999999999998,0.02,0.045,5,0.8980493985348716
0.5399999999999998,0.02,0.045,10,0.8254373391172585
0.5399999999999998,0.02,0.045,15,0.7598811514460471
0.5399999999999998,0.02,0.045,30,0.5930254273935261
0.5399999999999998,0.025,0.01,1,0.9715522409540204
0.5399999999999998,0.025,0.01,2,0.9455029792590048
0.5399999999999998,0.025,0.01,5,0.8753286945926335
0.5399999999999998,0.025,0.01,10,0.77266924500896
0.5399999999999998,0.025,0.01,15,0.6824352852112988
0.5399999999999998,0.025,0.01,30,0.47023698299023653
0.5399999999999998,0.025,0.015,1,0.9715561320236764
0.5399999999999998,0.025,0.015,2,0.9455935348212486
0.5399999999999998,0.025,0.015,5,0.8758553344896337
0.5399999999999998,0.025,0.015,10,0.7739386543303445
0.5399999999999998,0.025,0.015,15,0.6842879389861286
0.5399999999999998,0.025,0.015,30,0.47303186045636947
0.5399999999999998,0.025,0.019999999999999997,1,0.9715615795473755
0.5399999999999998,0.025,0.019999999999999997,2,0.9457203271791496
0.5399999999999998,0.025,0.019999999999999997,5,0.8765931626993646
0.5399999999999998,0.025,0.019999999999999997,10,0.7757193317839073
0.5399999999999998,0.025,0.019999999999999997,15,0.6868901069318194
0.5399999999999998,0.025,0.019999999999999997,30,0.4769726183193934
0.5399999999999998,0.025,0.024999999999999998,1,0.9715685835512988
0.5399999999999998,0.025,0.024999999999999998,2,0.9458833709068162
0.5399999999999998,0.025,0.024999999999999998,5,0.8775427123445753
0.5399999999999998,0.025,0.024999999999999998,10,0.7780147955969517
0.5399999999999998,0.025,0.024999999999999998,15,0.6902502968220058
0.5399999999999998,0.025,0.024999999999999998,30,0.4820875850207234
0.5399999999999998,0.025,0.03,1,0.9715771440691079
0.5399999999999998,0.025,0.03,2,0.9460826847471743
0.5399999999999998,0.025,0.03,5,0.8787046699685673
0.5399999999999998,0.025,0.03,10,0.7808295890241178
0.5399999999999998,0.025,0.03,15,0.6943795264259661
0.5399999999999998,0.025,0.03,30,0.48841376035795137
0.5399999999999998,0.025,0.034999999999999996,1,0.9715872611419449
0.5399999999999998,0.025,0.034999999999999996,2,0.9463182916155572
0.5399999999999998,0.025,0.034999999999999996,5,0.8800798763625672
0.5399999999999998,0.025,0.034999999999999996,10,0.784169295337484
0.5399999999999998,0.025,0.034999999999999996,15,0.6992913837397894
0.5399999999999998,0.025,0.034999999999999996,30,0.4959972618705716
0.5399999999999998,0.025,0.039999999999999994,1,0.9715989348184341
0.5399999999999998,0.025,0.039999999999999994,2,0.9465902186040975
0.5399999999999998,0.025,0.039999999999999994,5,0.8816693275797987
0.5399999999999998,0.025,0.039999999999999994,10,0.7880405562881093
0.5399999999999998,0.025,0.039999999999999994,15,0.7050021015331647
0.5399999999999998,0.025,0.039999999999999994,30,0.5048938854958447
0.5399999999999998,0.025,0.045,1,0.9716121651546803
0.5399999999999998,0.025,0.045,2,0.946898496986919
0.5399999999999998,0.025,0.045,5,0.883474176137965
0.5399999999999998,0.025,0.045,10,0.7924510941244974
0.5399999999999998,0.025,0.045,15,0.7115306467845489
0.5399999999999998,0.025,0.045,30,0.5151697900428287
0.5399999999999998,0.030000000000000002,0.01,1,0.9704486428570945
0.5399999999999998,0.030000000000000002,0.01,2,0.9418366909032236
0.5399999999999998,0.030000000000000002,0.01,5,0.8611222262013669
0.5399999999999998,0.030000000000000002,0.01,10,0.7417917261393943
0.5399999999999998,0.030000000000000002,0.01,15,0.6390125863116243
0.5399999999999998,0.030000000000000002,0.01,30,0.4085016874608604
0.5399999999999998,0.030000000000000002,0.015,1,0.9704525295068369
0.5399999999999998,0.030000000000000002,0.015,2,0.9419268953266444
0.5399999999999998,0.030000000000000002,0.015,5,0.8616403188028237
0.5399999999999998,0.030000000000000002,0.015,10,0.7430104071439375
0.5399999999999998,0.030000000000000002,0.015,15,0.640747357513889
0.5399999999999998,0.030000000000000002,0.015,30,0.41092963805271193
0.5399999999999998,0.030000000000000002,0.019999999999999997,1,0.9704579708426272
0.5399999999999998,0.030000000000000002,0.019999999999999997,2,0.9420531960336932
0.5399999999999998,0.030000000000000002,0.019999999999999997,5,0.8623661721587602
0.5399999999999998,0.030000000000000002,0.019999999999999997,10,0.7447199249104439
0.5399999999999998,0.030000000000000002,0.019999999999999997,15,0.6431839520233277
0.5399999999999998,0.030000000000000002,0.019999999999999997,30,0.41435303156524084
0.5399999999999998,0.030000000000000002,0.024999999999999998,1,0.9704649668906166
0.5399999999999998,0.030000000000000002,0.024999999999999998,2,0.9422156075419662
0.5399999999999998,0.030000000000000002,0.024999999999999998,5,0.8633003107394144
0.5399999999999998,0.030000000000000002,0.024999999999999998,10,0.7469236570703139
0.5399999999999998,0.030000000000000002,0.024999999999999998,15,0.6463303362721454
0.5399999999999998,0.030000000000000002,0.024999999999999998,30,0.4187964773263812
0.5399999999999998,0.030000000000000002,0.03,1,0.9704735176844285
0.5399999999999998,0.030000000000000002,0.03,2,0.9424141485217113
0.5399999999999998,0.030000000000000002,0.03,5,0.864443409945581
0.5399999999999998,0.030000000000000002,0.03,10,0.7496259653199961
0.5399999999999998,0.030000000000000002,0.03,15,0.6501968269795891
0.5399999999999998,0.030000000000000002,0.03,30,0.4242921175969479
0.5399999999999998,0.030000000000000002,0.034999999999999996,1,0.9704836232651586
0.5399999999999998,0.030000000000000002,0.034999999999999996,2,0.9426488417994054
0.5399999999999998,0.030000000000000002,0.034999999999999996,5,0.8657962969225568
0.5399999999999998,0.030000000000000002,0.034999999999999996,10,0.7528322098120515
0.5399999999999998,0.030000000000000002,0.034999999999999996,15,0.6547961475506643
0.5399999999999998,0.030000000000000002,0.034999999999999996,30,0.4308800153523901
0.5399999999999998,0.030000000000000002,0.039999999999999994,1,0.9704952836813754
0.5399999999999998,0.030000000000000002,0.039999999999999994,2,0.9429197143621285
0.5399999999999998,0.030000000000000002,0.039999999999999994,5,0.8673599515577538
0.5399999999999998,0.030000000000000002,0.039999999999999994,10,0.7565487668789334
0.5399999999999998,0.030000000000000002,0.039999999999999994,15,0.6601434978795833
0.5399999999999998,0.030000000000000002,0.039999999999999994,30,0.43860864133267313
0.5399999999999998,0.030000000000000002,0.045,1,0.9705084989891206
0.5399999999999998,0.030000000000000002,0.045,2,0.9432267973627353
0.5399999999999998,0.030000000000000002,0.045,5,0.8691355076636664
0.5399999999999998,0.030000000000000002,0.045,10,0.7607830501715465
0.5399999999999998,0.030000000000000002,0.045,15,0.6662566380942598
0.5399999999999998,0.030000000000000002,0.045,30,0.44753546865479554
0.5399999999999998,0.035,0.01,1,0.9693462983507717
0.5399999999999998,0.035,0.01,2,0.9381846189704497
0.5399999999999998,0.035,0.01,5,0.8471463269042004
0.5399999999999998,0.035,0.01,10,0.7121481390947316
0.5399999999999998,0.035,0.01,15,0.5983528318560488
0.5399999999999998,0.035,0.01,30,0.35487134082313393
0.5399999999999998,0.035,0.015,1,0.969350180585621
0.5399999999999998,0.035,0.015,2,0.9382744736166254
0.5399999999999998,0.035,0.015,5,0.8476560109315846
0.5399999999999998,0.035,0.015,10,0.7133181189946861
0.5399999999999998,0.035,0.015,15,0.5999772212401278
0.5399999999999998,0.035,0.015,30,0.35698053671737423
0.5399999999999998,0.035,0.019999999999999997,1,0.9693556157405312
0.5399999999999998,0.035,0.019999999999999997,2,0.9384002845792506
0.5399999999999998,0.035,0.019999999999999997,5,0.8483700837840126
0.5399999999999998,0.035,0.019999999999999997,10,0.7149593207677268
0.5399999999999998,0.035,0.019999999999999997,15,0.6022587775913457
0.5399999999999998,0.035,0.019999999999999997,30,0.35995448831475346
0.5399999999999998,0.035,0.024999999999999998,1,0.969362603841624
0.5399999999999998,0.035,0.024999999999999998,2,0.938562066319628
0.5399999999999998,0.035,0.024999999999999998,5,0.8492890614196399
0.5399999999999998,0.035,0.024999999999999998,10,0.7170749870678653
0.5399999999999998,0.035,0.024999999999999998,15,0.6052049604455113
0.5399999999999998,0.035,0.024999999999999998,30,0.36381457409538276
0.5399999999999998,0.035,0.03,1,0.9693711449224843
0.5399999999999998,0.035,0.03,2,0.9387598374356094
0.5399999999999998,0.035,0.03,5,0.8504136082775963
0.5399999999999998,0.035,0.03,10,0.7196693052888127
0.5399999999999998,0.035,0.03,15,0.6088254300789778
0.5399999999999998,0.035,0.03,30,0.36858871650742475
0.5399999999999998,0.035,0.034999999999999996,1,0.9693812390241615
0.5399999999999998,0.035,0.034999999999999996,2,0.9389936206651598
0.5399999999999998,0.035,0.034999999999999996,5,0.8517445380787202
0.5399999999999998,0.035,0.034999999999999996,10,0.722747421379947
0.5399999999999998,0.035,0.034999999999999996,15,0.6131321003187633
0.5399999999999998,0.035,0.034999999999999996,30,0.37431171883872727
0.5399999999999998,0.035,0.039999999999999994,1,0.9693928861951686
0.5399999999999998,0.035,0.039999999999999994,2,0.9392634428907137
0.5399999999999998,0.035,0.039999999999999994,5,0.8532828148069812
0.5399999999999998,0.035,0.039999999999999994,10,0.7263154568618121
0.5399999999999998,0.035,0.039999999999999994,15,0.6181392039044737
0.5399999999999998,0.035,0.039999999999999994,30,0.38102568832411976
0.5399999999999998,0.035,0.045,1,0.9694060864914839
0.5399999999999998,0.035,0.045,2,0.9395693351443276
0.5399999999999998,0.035,0.045,5,0.8550295538732476
0.5399999999999998,0.035,0.045,10,0.730380529119935
0.5399999999999998,0.035,0.045,15,0.6238633709042157
0.5399999999999998,0.035,0.045,30,0.38878055269393136
0.5399999999999998,0.04000000000000001,0.01,1,0.9682452060110829
0.5399999999999998,0.04000000000000001,0.01,2,0.9345467083349909
0.5399999999999998,0.04000000000000001,0.01,5,0.8333972545953771
0.5399999999999998,0.04000000000000001,0.01,10,0.6836891733149191
0.5399999999999998,0.04000000000000001,0.01,15,0.5602802183548168
0.5399999999999998,0.04000000000000001,0.01,30,0.30828188084210767
0.5399999999999998,0.04000000000000001,0.015,1,0.968249083836054
0.5399999999999998,0.04000000000000001,0.015,2,0.9346362145602201
0.5399999999999998,0.04000000000000001,0.015,5,0.8338986665187285
0.5399999999999998,0.04000000000000001,0.015,10,0.6848123983107911
0.5399999999999998,0.04000000000000001,0.015,15,0.5618012494093233
0.5399999999999998,0.04000000000000001,0.015,30,0.31011416990730134
0.5399999999999998,0.04000000000000001,0.019999999999999997,1,0.9682545128171052
0.5399999999999998,0.04000000000000001,0.019999999999999997,2,0.9347615376774578
0.5399999999999998,0.04000000000000001,0.019999999999999997,5,0.8346011500636543
0.5399999999999998,0.04000000000000001,0.019999999999999997,10,0.686388014143867
0.5399999999999998,0.04000000000000001,0.019999999999999997,15,0.5639376325307736
0.5399999999999998,0.04000000000000001,0.019999999999999997,30,0.3126976847942654
0.5399999999999998,0.04000000000000001,0.024999999999999998,1,0.9682614929803283
0.5399999999999998,0.04000000000000001,0.024999999999999998,2,0.9349226920919315
0.5399999999999998,0.04000000000000001,0.024999999999999998,5,0.8355052128143777
0.5399999999999998,0.04000000000000001,0.024999999999999998,10,0.6884191338847548
0.5399999999999998,0.04000000000000001,0.024999999999999998,15,0.5666963526119083
0.5399999999999998,0.04000000000000001,0.024999999999999998,30,0.31605099729874675
0.5399999999999998,0.04000000000000001,0.03,1,0.9682700243592702
0.5399999999999998,0.04000000000000001,0.03,2,0.9351196963293777
0.5399999999999998,0.04000000000000001,0.03,5,0.83661150842627
0.5399999999999998,0.04000000000000001,0.03,10,0.6909097775899397
0.5399999999999998,0.04000000000000001,0.03,15,0.570086455255015
0.5399999999999998,0.04000000000000001,0.03,30,0.3201983640564526
0.5399999999999998,0.04000000000000001,0.034999999999999996,1,0.9682801069949336
0.5399999999999998,0.04000000000000001,0.034999999999999996,2,0.9353525730395928
0.5399999999999998,0.04000000000000001,0.034999999999999996,5,0.8379208374135882
0.5399999999999998,0.04000000000000001,0.034999999999999996,10,0.6938648855656343
0.5399999999999998,0.04000000000000001,0.034999999999999996,15,0.5741190962217911
0.5399999999999998,0.04000000000000001,0.034999999999999996,30,0.3251700191883249
0.5399999999999998,0.04000000000000001,0.039999999999999994,1,0.9682917409357764
0.5399999999999998,0.04000000000000001,0.039999999999999994,2,0.9356213490007718
0.5399999999999998,0.04000000000000001,0.039999999999999994,5,0.8394341481149704
0.5399999999999998,0.04000000000000001,0.039999999999999994,10,0.6972903347033033
0.5399999999999998,0.04000000000000001,0.039999999999999994,15,0.5788076026363508
0.5399999999999998,0.04000000000000001,0.039999999999999994,30,0.33100254185998484
0.5399999999999998,0.04000000000000001,0.045,1,0.9683049262377132
0.5399999999999998,0.04000000000000001,0.045,2,0.9359260551246408
0.5399999999999998,0.04000000000000001,0.045,5,0.8411525378383146
0.5399999999999998,0.04000000000000001,0.045,10,0.7011929579624955
0.5399999999999998,0.04000000000000001,0.045,15,0.584167546411609
0.5399999999999998,0.04000000000000001,0.045,30,0.33773930501492355
0.5399999999999998,0.045000000000000005,0.01,1,0.9671453644156767
0.5399999999999998,0.045000000000000005,0.01,2,0.9309229040849107
0.5399999999999998,0.045000000000000005,0.01,5,0.8198713279030189
0.5399999999999998,0.045000000000000005,0.01,10,0.6563674887955561
0.5399999999999998,0.045000000000000005,0.01,15,0.5246301285246399
0.5399999999999998,0.045000000000000005,0.01,30,0.26780894122107707
0.5399999999999998,0.045000000000000005,0.015,1,0.9671492378357789
0.5399999999999998,0.045000000000000005,0.015,2,0.9310120632402327
0.5399999999999998,0.045000000000000005,0.015,5,0.8203646019774866
0.5399999999999998,0.045000000000000005,0.015,10,0.6574458273135091
0.5399999999999998,0.045000000000000005,0.015,15,0.5260543778403821
0.5399999999999998,0.045000000000000005,0.015,30,0.2694006773076095
0.5399999999999998,0.045000000000000005,0.019999999999999997,1,0.967154660649984
0.5399999999999998,0.045000000000000005,0.019999999999999997,2,0.9311369004037553
0.5399999999999998,0.045000000000000005,0.019999999999999997,5,0.8210556843078309
0.5399999999999998,0.045000000000000005,0.019999999999999997,10,0.6589584781613326
0.5399999999999998,0.045000000000000005,0.019999999999999997,15,0.5280548249646362
0.5399999999999998,0.045000000000000005,0.019999999999999997,30,0.27164501416132514
0.5399999999999998,0.045000000000000005,0.024999999999999998,1,0.9671616328843541
0.5399999999999998,0.045000000000000005,0.024999999999999998,2,0.9312974299248481
0.5399999999999998,0.045000000000000005,0.024999999999999998,5,0.8219450742402507
0.5399999999999998,0.045000000000000005,0.024999999999999998,10,0.6609084300046617
0.5399999999999998,0.045000000000000005,0.024999999999999998,15,0.5306380103481555
0.5399999999999998,0.045000000000000005,0.024999999999999998,30,0.27455808537055565
0.5399999999999998,0.045000000000000005,0.03,1,0.9671701545723982
0.5399999999999998,0.045000000000000005,0.03,2,0.9314936702574125
0.5399999999999998,0.045000000000000005,0.03,5,0.8230334148213769
0.5399999999999998,0.045000000000000005,0.03,10,0.6632995422499095
0.5399999999999998,0.045000000000000005,0.03,15,0.53381240403028
0.5399999999999998,0.045000000000000005,0.03,30,0.27816096302655885
0.5399999999999998,0.045000000000000005,0.034999999999999996,1,0.9671802257550721
0.5399999999999998,0.045000000000000005,0.034999999999999996,2,0.9317256439634174
0.5399999999999998,0.045000000000000005,0.034999999999999996,5,0.8243214935732269
0.5399999999999998,0.045000000000000005,0.034999999999999996,10,0.6661365577780652
0.5399999999999998,0.045000000000000005,0.034999999999999996,15,0.537588451942351
0.5399999999999998,0.045000000000000005,0.034999999999999996,30,0.2824799119487142
0.5399999999999998,0.045000000000000005,0.039999999999999994,1,0.967191846480779
0.5399999999999998,0.045000000000000005,0.039999999999999994,2,0.9319933777172227
0.5399999999999998,0.045000000000000005,0.039999999999999994,5,0.8258102434430288
0.5399999999999998,0.045000000000000005,0.039999999999999994,10,0.6694251186274165
0.5399999999999998,0.045000000000000005,0.039999999999999994,15,0.5419786332164316
0.5399999999999998,0.045000000000000005,0.039999999999999994,30,0.2875467089887427
0.5399999999999998,0.045000000000000005,0.045,1,0.9672050168053697
0.5399999999999998,0.045000000000000005,0.045,2,0.9322969023106911
0.5399999999999998,0.045000000000000005,0.045,5,0.827500743929519
0.5399999999999998,0.045000000000000005,0.045,10,0.6731717846978051
0.5399999999999998,0.045000000000000005,0.045,15,0.5469975289396386
0.5399999999999998,0.045000000000000005,0.045,30,0.29339903285173785
0.5399999999999998,0.05,0.01,1,0.9660467721438173
0.5399999999999998,0.05,0.01,2,0.9273131515211999
0.5399999999999998,0.05,0.01,5,0.8065649252034244
0.5399999999999998,0.05,0.01,10,0.6301376373402685
0.5399999999999998,0.05,0.01,15,0.49124841952117076
0.5399999999999998,0.05,0.01,30,0.23264951155104666
0.5399999999999998,0.05,0.015,1,0.9660506411640541
0.5399999999999998,0.05,0.015,2,0.927401964952415
0.5399999999999998,0.05,0.015,5,0.8070501935052145
0.5399999999999998,0.05,0.015,10,0.6311728831401524
0.5399999999999998,0.05,0.015,15,0.49258204522682764
0.5399999999999998,0.05,0.015,30,0.2340322757760254
0.5399999999999998,0.05,0.019999999999999997,1,0.9660560578184181
0.5399999999999998,0.05,0.019999999999999997,2,0.9275263180465597
0.5399999999999998,0.05,0.019999999999999997,5,0.8077300596611748
0.5399999999999998,0.05,0.019999999999999997,10,0.6326250852184687
0.5399999999999998,0.05,0.019999999999999997,15,0.4944552058302589
0.5399999999999998,0.05,0.019999999999999997,30,0.23598196375280558
0.5399999999999998,0.05,0.024999999999999998,1,0.9660630221329418
0.5399999999999998,0.05,0.024999999999999998,2,0.9276862250973622
0.5399999999999998,0.05,0.024999999999999998,5,0.8086050149131819
0.5399999999999998,0.05,0.024999999999999998,10,0.6344971128073695
0.5399999999999998,0.05,0.024999999999999998,15,0.496874025619646
0.5399999999999998,0.05,0.024999999999999998,30,0.23851259096357308
0.5399999999999998,0.05,0.03,1,0.9660715341410959
0.5399999999999998,0.05,0.03,2,0.9278817044871671
0.5399999999999998,0.05,0.03,5,0.8096756918713055
0.5399999999999998,0.05,0.03,10,0.6367926710831164
0.5399999999999998,0.05,0.03,15,0.49984643569389586
0.5399999999999998,0.05,0.03,30,0.24164246303963421
0.5399999999999998,0.05,0.034999999999999996,1,0.96608159388379
0.5399999999999998,0.05,0.034999999999999996,2,0.9281127786904567
0.5399999999999998,0.05,0.034999999999999996,5,0.8109428652761852
0.5399999999999998,0.05,0.034999999999999996,10,0.6395163133910103
0.5399999999999998,0.05,0.034999999999999996,15,0.5033822173198151
0.5399999999999998,0.05,0.034999999999999996,30,0.24539439661052972
0.5399999999999998,0.05,0.039999999999999994,1,0.9660932014093723
0.5399999999999998,0.05,0.039999999999999994,2,0.9283794742781583
0.5399999999999998,0.05,0.039999999999999994,5,0.8124074529334393
0.5399999999999998,0.05,0.039999999999999994,10,0.642673456301398
0.5399999999999998,0.05,0.039999999999999994,15,0.5074930555943314
0.5399999999999998,0.05,0.039999999999999994,30,0.24979599668824268
0.5399999999999998,0.05,0.045,1,0.9661063567736299
0.5399999999999998,0.05,0.045,2,0.9286818219227357
0.5399999999999998,0.05,0.045,5,0.8140705168216834
0.5399999999999998,0.05,0.045,10,0.6462703975664659
0.5399999999999998,0.05,0.045,15,0.5121926038240538
0.5399999999999998,0.05,0.045,30,0.2548799953103813
0.5399999999999998,0.05500000000000001,0.01,1,0.9649494277763828
0.5399999999999998,0.05500000000000001,0.01,2,0.9237173961569499
0.5399999999999998,0.05500000000000001,0.01,5,0.7934744836513633
0.5399999999999998,0.05500000000000001,0.01,10,0.6049559869600052
0.5399999999999998,0.05500000000000001,0.01,15,0.4599907564605567
0.5399999999999998,0.05500000000000001,0.01,30,0.2021060050428249
0.5399999999999998,0.05500000000000001,0.015,1,0.9649532924017522
0.5399999999999998,0.05500000000000001,0.015,2,0.9238058652046403
0.5399999999999998,0.05500000000000001,0.015,5,0.7939518761131025
0.5399999999999998,0.05500000000000001,0.015,10,0.6059498621191821
0.5399999999999998,0.05500000000000001,0.015,15,0.4612395248490195
0.5399999999999998,0.05500000000000001,0.015,30,0.20330723238073517
0.5399999999999998,0.05500000000000001,0.019999999999999997,1,0.9649587029032721
0.5399999999999998,0.05500000000000001,0.019999999999999997,2,0.9239297361064375
